title,domestic_revenue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
The Hate U Give,"$29,719,483","$34,934,009",Twentieth Century Fox,"$512,035",36,"$23,000,000",PG-13,"Crime,Drama",453
Teen Titans GO! to the Movies,"$29,790,236","$52,090,236",Warner Bros.,"$10,411,189","3,188","$10,000,000",PG,"Action,Adventure,Animation,Comedy,Family,Musical,Sci-Fi",158
Coco,"$209,726,015","$807,082,196",Walt Disney Studios Motion Pictures,"$50,802,605","3,987",N/A,PG,"Adventure,Animation,Family,Fantasy,Music,Mystery",405
Hostiles,"$29,819,114","$35,669,017",Entertainment Studios Motion Pictures,"$22,849",3,N/A,R,"Drama,Western",375
Because of Grácia,"$90,878","$90,878",ArtAffects Entertainment,"$52,171",32,N/A,PG-13,"Comedy,Drama,Romance",108
Dina,"$90,503","$96,524",The Orchard,"$6,015",1,N/A,N/A,Documentary,91
The Fencer,"$95,952","$599,537",CFI Releasing,"$5,572",2,N/A,N/A,"Biography,Drama,History,Sport",529
BPM (Beats Per Minute),"$125,189","$7,704,369",The Orchard,"$8,566",2,N/A,N/A,Drama,438
Sully,"$125,070,033","$240,797,623",Warner Bros.,"$35,028,301","3,525","$60,000,000",PG-13,"Biography,Drama",479
Keep Watching,"$94,178","$94,178",Screen Gems,N/A,N/A,N/A,R,"Horror,Thriller",62
Poster Boys,"$97,049","$2,602,256",Sony Pictures Releasing,"$51,264",50,N/A,PG-13,Comedy,115
"Tim Timmerman, Hope of America","$97,727","$97,727",Purdie Distribution,"$50,604",12,N/A,PG-13,"Comedy,Romance",305
Some Like It Hot,"$100,026","$95,721,320",China Lion Film Distribution,"$42,230",10,N/A,N/A,Comedy,353
Night of the Living Dead,"$89,029","$89,029",Janus Films,"$5,452",1,N/A,N/A,Horror,84
The Lure,"$101,657","$108,846",Janus Films,"$7,370",1,N/A,N/A,"Comedy,Drama,Fantasy,Horror,Musical,Thriller",334
Star Trek: The Motion Picture,"$346,243","$346,243",Fathom Events,"$220,007",627,"$35,000,000",G,"Adventure,Mystery,Sci-Fi",149
Score: A Film Music Documentary,"$101,382","$178,090",Gravitas Ventures,"$8,088",1,N/A,N/A,"Documentary,Music",203
The King's Case Note,"$90,959","$11,383,493",CJ Entertainment,"$8,462",2,N/A,N/A,"Comedy,Mystery",248
The Shawshank Redemption,"$358,507","$358,507",Fathom Events,"$183,128",669,"$25,000,000",R,Drama,142
Memoir of a Murderer,"$91,335","$19,015,346",Well Go USA Entertainment,"$27,665",8,N/A,N/A,"Action,Crime,Thriller",115
The Tomorrow Man,"$354,103","$354,103",Bleecker Street Media,"$18,281",4,N/A,PG-13,"Drama,Romance",265
Matthias & Maxime,"$368,427","$1,639,799",Entertainment One,"$64,988",50,N/A,N/A,Drama,125
Ghostbusters,"$369,612","$369,612",Fathom Events,"$239,202",546,"$30,000,000",N/A,"Action,Comedy,Fantasy",128
The Hummingbird Project,"$371,784","$899,037",The Orchard,"$34,202",4,N/A,R,"Drama,Thriller",333
Munna Michael,"$99,629","$189,105",Eros International,"$64,949",75,N/A,N/A,"Action,Drama,Music,Romance",164
The Mayor,"$96,777","$9,476,194",Well Go USA Entertainment,"$47,128",29,N/A,N/A,Drama,248
The Secret World of Arrietty,"$384,289","$384,289",Fathom Events,"$226,728",741,N/A,N/A,"Adventure,Animation,Family,Fantasy",135
The Cure: Anniversary 1978-2018 Live in Hyde Park,"$378,405","$591,904",Trafalgar Releasing,"$38,761",83,N/A,N/A,"Documentary,Music",215
The Wedding Guest,"$386,166","$386,166",IFC Films,"$18,266",4,N/A,R,Thriller,347
The Man Who Killed Don Quixote,"$391,963","$2,390,383",Screen Media Films,N/A,N/A,N/A,N/A,"Adventure,Comedy,Drama,Fantasy",307
Mia and the White Lion,"$399,471","$36,069,916",Ledafilms Entertainment Group,"$192,816",312,N/A,PG,"Adventure,Drama,Family",305
What We Left Behind: Star Trek DS9,"$382,457","$434,437",Fathom Events,N/A,N/A,N/A,N/A,Documentary,274
The Nightingale,"$400,209","$839,660",IFC Films,"$35,882",2,N/A,R,"Adventure,Drama,Thriller",193
Adrift,"$31,445,012","$59,945,012",STX Entertainment,"$11,603,039","3,015","$35,000,000",PG-13,"Action,Adventure,Biography,Drama,Romance,Thriller",214
Robin Hood,"$30,824,628","$86,489,031",Lionsgate,"$9,195,670","2,827","$100,000,000",PG-13,"Action,Adventure,Thriller",406
Nobody's Fool,"$31,713,110","$33,705,333",Paramount Pictures,"$13,743,111","2,468","$19,000,000",R,"Comedy,Drama,Romance",63
Slender Man,"$30,569,484","$51,738,549",Screen Gems,"$11,371,866","2,358","$10,000,000",PG-13,"Horror,Mystery,Thriller",144
Super Troopers 2,"$30,617,396","$31,626,386",Twentieth Century Fox,"$15,181,624","2,038","$13,500,000",R,"Comedy,Crime,Mystery",256
Ferdinand,"$84,410,380","$296,069,199",Twentieth Century Fox,"$13,401,586","3,621","$111,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",382
Isle of Dogs,"$32,015,231","$64,241,499",Fox Searchlight Pictures,"$1,620,294",27,N/A,PG-13,"Adventure,Animation,Comedy,Drama,Fantasy,Sci-Fi",284
Annihilation,"$32,732,301","$43,070,915",Paramount Pictures,"$11,071,584","2,012","$40,000,000",R,"Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller",312
The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,"$104,837","$135,168",Fathom Events,"$104,837",401,N/A,N/A,N/A,267
Green Book,"$85,080,171","$329,704,599",Universal Pictures,"$320,429",25,"$23,000,000",PG-13,"Biography,Comedy,Drama,Music",452
SEED: The Untold Story,"$207,825","$209,580","Collective Eye, Inc.",N/A,N/A,N/A,N/A,Documentary,497
Slack Bay,"$112,621","$4,734,494",Kino Lorber,N/A,N/A,N/A,N/A,"Comedy,Fantasy",297
"We Love You, Sally Carmichael!","$113,435","$113,435",Purdie Distribution,"$30,951",7,N/A,PG,Comedy,150
"Hello, Dolly!","$400,881","$400,881",Fathom Events,"$221,204",669,N/A,N/A,"Adventure,Comedy,Musical,Romance",184
Meet Me in St. Louis,"$403,521","$403,521",Fathom Events,"$225,684",679,"$1,700,000",N/A,"Comedy,Drama,Family,Musical,Romance",65
The Thousand Faces of Dunjia,"$124,187","$46,263,237",Well Go USA Entertainment,"$57,837",27,N/A,N/A,"Action,Adventure,Fantasy",382
Walking Out,"$101,947","$162,445",IFC Films,"$5,462",2,N/A,PG-13,"Drama,Thriller",92
Like Crazy,"$107,362","$9,029,150",Strand Releasing,"$5,799",2,N/A,N/A,"Comedy,Drama",241
Fabricated City,"$104,874","$18,307,490",CJ Entertainment,"$24,808",7,N/A,N/A,"Action,Crime",311
Big Sonia,"$212,471","$212,471",Argot Pictures,"$4,398",1,N/A,N/A,"Documentary,Family,History",410
The King's Choice,"$113,231","$10,017,316",The Samuel Goldwyn Company,"$7,850",2,N/A,N/A,"Biography,Drama,History,War",105
The Trouble with Terkel,"$110,289","$110,289",Indican Pictures,"$32,784",12,N/A,N/A,"Animation,Comedy,Drama,Musical,Thriller",332
Reset,"$108,970","$29,945,245",Well Go USA Entertainment,"$54,276",20,N/A,N/A,"Action,Sci-Fi",185
The Reliant,"$408,747","$408,747",Fathom Events,N/A,N/A,N/A,PG-13,Action,110
Monos,"$406,473","$1,336,593",Neon,"$49,843",5,N/A,R,"Adventure,Drama,Thriller",151
Abacus: Small Enough to Jail,"$113,278","$113,278",PBS Distribution,"$12,528",1,N/A,N/A,Documentary,227
The Cold Blue,"$420,177","$420,177",Fathom Events,N/A,N/A,N/A,TV-PG,"Documentary,War",264
The Invisibles,"$407,373","$764,250",Greenwich Entertainment,"$27,164",4,N/A,N/A,"Biography,Drama,History,War",382
De De Pyaar De,"$425,934","$1,473,116",Yash Raj Films,"$425,934",104,N/A,Not Rated,"Comedy,Romance",270
Our Time Will Come,"$114,560","$9,484,714",China Lion Film Distribution,"$50,619",18,N/A,N/A,"Drama,War",178
Ash Is Purest White,"$422,814","$11,813,509",Cohen Media Group,"$45,150",7,N/A,Not Rated,"Crime,Drama,Romance",333
Fate/stay night [Heaven's Feel] II. lost butterfly,"$420,595","$17,295,864",Fathom Events,N/A,N/A,N/A,N/A,"Animation,Drama,Fantasy",334
Killing Sarai,"$425,332","$425,332",Pantelion Films,"$226,670",160,N/A,R,"Romance,Thriller",67
Ben-Hur,"$422,622","$422,622",Fathom Events,"$241,792",649,"$15,000,000",N/A,"Adventure,Drama,History",303
Merci pour tout,"$1,063,026","$1,063,026",eOne Entertainment,"$231,908",57,N/A,N/A,Comedy,48
The Spy Who Dumped Me,"$33,562,069","$75,320,680",Lionsgate,"$12,103,043","3,111","$40,000,000",R,"Action,Adventure,Comedy",151
Peppermint,"$35,418,723","$53,918,723",STX Entertainment,"$13,423,255","2,980","$25,000,000",R,"Action,Drama,Thriller",116
The 15:17 to Paris,"$36,276,286","$57,076,286",Warner Bros.,"$12,554,286","3,042","$30,000,000",PG-13,"Biography,Drama,Thriller",326
The Commuter,"$36,343,858","$119,942,387",Lionsgate,"$13,701,452","2,892",N/A,PG-13,"Action,Mystery,Thriller",354
Mile 22,"$36,108,758","$66,308,758",STX Entertainment,"$13,710,825","3,520","$50,000,000",R,"Action,Thriller",137
Death Wish,"$34,017,028","$49,562,710",Metro-Goldwyn-Mayer (MGM),"$13,010,267","2,847","$30,000,000",R,"Action,Crime,Drama,Thriller",305
Alpha,"$35,857,181","$98,203,196",Studio 8,"$10,352,512","2,719","$51,000,000",PG-13,"Adventure,Drama,Family",140
Les Misérables: The Staged Concert,"$459,478","$5,019,488",Trafalgar Releasing,"$192,034",392,N/A,N/A,Musical,67
Hail Satan?,"$424,284","$467,232",Magnolia Pictures,"$26,496",3,N/A,R,Documentary,300
Pitch Perfect 3,"$104,897,530","$185,400,345",Universal Pictures,"$19,928,525","3,447","$45,000,000",PG-13,"Comedy,Music",375
Darkest Hour,"$56,468,410","$150,847,207",Focus Features,"$175,006",4,N/A,PG-13,"Biography,Drama,History,War",405
Widows,"$42,402,632","$75,984,700",Twentieth Century Fox,"$12,361,307","2,803","$42,000,000",R,"Crime,Drama,Thriller",452
Blumhouse's Truth or Dare,"$41,411,015","$95,330,493",Universal Pictures,"$18,667,855","3,029","$3,500,000",PG-13,"Horror,Thriller",263
"Love, Simon","$40,826,341","$66,316,289",Twentieth Century Fox,"$11,756,244","2,402","$17,000,000",PG-13,"Comedy,Drama,Romance",291
Paddington 2,"$40,891,591","$227,978,523",Warner Bros.,"$11,001,961","3,702",N/A,PG,"Adventure,Comedy,Family,Fantasy",354
Uncle Drew,"$42,469,946","$46,664,414",Lionsgate,"$15,242,781","2,742",N/A,PG-13,"Comedy,Sport",186
City of Ghosts,"$128,015","$228,225",IFC Films,"$13,601",2,N/A,R,"Documentary,War",178
Moka,"$129,547","$1,493,067",Film Movement,"$10,094",1,N/A,N/A,Drama,201
Inferno,"$34,343,574","$220,021,259",Sony Pictures Releasing,"$14,860,425","3,576","$75,000,000",PG-13,"Action,Crime,Drama,Mystery,Thriller",430
The B-Side: Elsa Dorfman's Portrait Photography,"$125,227","$125,227",Neon,"$12,035",3,N/A,R,Documentary,185
Things to Come,"$388,140","$5,638,693",IFC Films,"$31,936",3,N/A,PG-13,Drama,395
Dawson City: Frozen Time,"$132,369","$132,369",Kino Lorber,N/A,N/A,N/A,N/A,"Documentary,History",460
The Handmaiden,"$2,006,788","$37,692,886",Magnolia Pictures,"$92,129",5,N/A,N/A,"Drama,Romance,Thriller",437
The Other Side of Hope,"$183,943","$4,282,973",Janus Films,"$15,495",3,N/A,N/A,"Comedy,Drama",396
Thelma,"$147,391","$1,463,727",The Orchard,"$10,841",1,N/A,N/A,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",417
The Ex-File 3: The Return of The Exes,"$838,959","$307,592,427",China Lion Film Distribution,"$125,291",21,N/A,N/A,"Comedy,Romance",368
Marie Curie: The Courage of Knowledge,"$127,986","$1,867,736",Society Films,"$18,600",6,N/A,N/A,"Biography,Drama,Romance",185
Buena Vista Social Club: Adios,"$123,445","$701,575",Broad Green Pictures,"$64,469",80,N/A,PG,Documentary,220
Explosion,"$122,700","$7,731,410",China Lion Film Distribution,"$55,307",33,N/A,N/A,"Action,Thriller",42
Irving Berlin's Holiday Inn The Broadway Musical,"$144,550","$144,550",Fathom Events,N/A,N/A,N/A,N/A,Musical,50
The Last Dalai Lama?,"$145,524","$145,524",Matson Films,"$9,786",4,N/A,N/A,Documentary,182
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It","$133,006","$133,006",Abramorama,"$22,310",1,N/A,N/A,Documentary,199
Lupin the 3rd: Castle of Cagliostro,"$142,425","$151,802",Eleven Arts,N/A,N/A,N/A,N/A,"Adventure,Animation,Family,Fantasy",115
At Eternity's Gate,"$2,294,915","$11,261,585",CBS Films,"$92,856",4,N/A,PG-13,"Biography,Drama",452
Jack Reacher: Never Go Back,"$58,697,076","$162,146,076",Paramount Pictures,"$22,872,490","3,780","$60,000,000",PG-13,"Action,Thriller",437
Teen Spirit,"$441,366","$1,573,601",Bleecker Street Media,"$43,620",4,N/A,PG-13,"Drama,Music",305
A Man Called Ove,"$3,479,315","$30,691,696",Music Box Films,"$54,608",9,N/A,PG-13,"Comedy,Drama,Romance",458
Restless Creature: Wendy Whelan,"$147,780","$147,780",Abramorama,"$19,879",2,N/A,N/A,Documentary,223
Cruel Intentions,"$445,218","$445,218",Sony Pictures Releasing,"$258,708",708,"$10,500,000",R,"Drama,Romance",326
Christmas Jars,"$459,462","$459,462",Fathom Events,N/A,N/A,N/A,N/A,Drama,99
Panipat,"$461,863","$3,349,899",Reliance Entertainment,"$295,624",175,N/A,N/A,"Action,Drama,History,War",67
Lawrence of Arabia,"$482,281","$482,281",Fathom Events,"$291,722",661,N/A,N/A,"Adventure,Biography,Drama,History,War",163
The Void,"$151,042","$368,372",Screen Media Films,"$50,026",31,N/A,N/A,"Horror,Mystery,Sci-Fi,Thriller",269
The Unknown Girl,"$150,549","$2,432,640",IFC Films,"$13,477",2,N/A,N/A,"Crime,Drama,Mystery,Thriller",115
Blade of the Immortal,"$150,532","$7,162,617",Magnolia Pictures,"$49,569",30,N/A,R,"Action,Drama",63
Batla House,"$493,180","$1,264,337",Viva Pictures Distribution,"$212,645",81,N/A,N/A,"Action,Drama,Thriller",180
CatVideoFest,"$470,923","$536,566",Oscilloscope,"$11,269",1,N/A,N/A,Reality-TV,361
Gorillaz: Reject False Icons,"$453,687","$475,465",Trafalgar Releasing,N/A,N/A,N/A,N/A,"Documentary,Music",57
Tyler Perry's Acrimony,"$43,549,096","$46,403,669",Lionsgate,"$17,170,707","2,006",N/A,R,"Drama,Romance,Thriller",277
Den of Thieves,"$44,947,622","$80,509,622",STX Entertainment,"$15,206,108","2,432",N/A,R,"Action,Crime,Drama,Mystery,Thriller",347
Sherlock Gnomes,"$43,242,871","$90,497,778",Paramount Pictures,"$10,604,774","3,662","$59,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy,Mystery,Romance",284
First Man,"$44,936,545","$105,697,415",Universal Pictures,"$16,006,065","3,640","$59,000,000",PG-13,"Biography,Drama,History",446
Hereditary,"$44,069,456","$80,239,658",A24,"$13,575,172","2,964",N/A,R,"Drama,Horror,Mystery,Thriller",207
Exit,"$470,699","$69,501,772",CJ Entertainment,"$32,441",2,N/A,N/A,"Action,Comedy",193
12 Strong,"$45,819,713","$67,450,815",Warner Bros.,"$15,815,025","3,002",N/A,R,"Action,Drama,History,War",347
The Climbers,"$487,157","$156,759,167",Well Go USA Entertainment,"$156,096",102,N/A,N/A,"Action,Adventure,Drama,History,Romance,Thriller",134
Goosebumps 2: Haunted Halloween,"$46,700,633","$93,320,380",Sony Pictures Releasing,"$15,802,225","3,521","$35,000,000",PG,"Adventure,Comedy,Family,Fantasy,Horror",84
The Russian Five,"$485,049","$485,049",Lucky Hat Entertainment,"$156,732",36,N/A,N/A,"Documentary,Sport",327
Breaking In,"$46,840,590","$51,411,620",Universal Pictures,"$17,630,285","2,537","$6,000,000",PG-13,"Action,Crime,Drama,Thriller",235
Red Sparrow,"$46,874,505","$151,572,634",Twentieth Century Fox,"$16,853,422","3,056","$69,000,000",R,"Action,Drama,Thriller",305
BlacKkKlansman,"$49,275,340","$93,400,823",Focus Features,"$10,845,330","1,512","$15,000,000",R,"Biography,Crime,Drama",550
I Feel Pretty,"$48,795,601","$94,539,426",STX Entertainment,"$16,030,218","3,440","$32,000,000",PG-13,"Comedy,Romance",256
The Shape of Water,"$63,859,435","$195,333,312",Fox Searchlight Pictures,"$166,564",2,N/A,R,"Adventure,Drama,Fantasy,Romance,Thriller",396
Sicario: Day of the Soldado,"$50,072,235","$75,837,743",Sony Pictures Releasing,"$19,007,566","3,055","$35,000,000",R,"Action,Crime,Drama,Thriller",186
Overboard,"$50,316,123","$91,244,913",Pantelion Films,"$14,711,101","1,623","$12,000,000",PG-13,"Comedy,Romance",242
The Nutcracker and the Four Realms,"$54,858,851","$173,961,069",Walt Disney Studios Motion Pictures,"$20,352,491","3,766","$120,000,000",PG,"Adventure,Family,Fantasy",425
The Predator,"$51,024,708","$160,542,134",Twentieth Century Fox,"$24,632,284","4,037","$88,000,000",R,"Action,Adventure,Sci-Fi,Thriller",112
Life of the Party,"$53,059,911","$65,859,911",Warner Bros.,"$17,886,075","3,656",N/A,PG-13,Comedy,235
A Simple Favor,"$53,548,586","$97,644,617",Lionsgate,"$16,011,689","3,102","$20,000,000",R,"Comedy,Crime,Drama,Mystery,Thriller",112
Maze Runner: The Death Cure,"$58,032,443","$288,175,335",Twentieth Century Fox,"$24,167,011","3,787","$62,000,000",PG-13,"Action,Adventure,Sci-Fi,Thriller",340
Tag,"$54,730,625","$78,130,625",Warner Bros.,"$14,947,396","3,382","$28,000,000",R,Comedy,200
Bombshell: The Hedy Lamarr Story,"$820,300","$1,092,277",Zeitgeist Films,"$8,000",1,N/A,N/A,"Biography,Documentary,History,War",403
Tomb Raider,"$58,250,803","$274,650,803",Warner Bros.,"$23,633,317","3,854","$94,000,000",PG-13,"Action,Adventure,Fantasy,Thriller",291
3 Generations,"$155,936","$680,351",The Weinstein Company,"$105,215",6,N/A,PG-13,Drama,241
"Polina, danser sa vie","$165,203","$996,425",Oscilloscope,"$12,588",2,N/A,N/A,Drama,129
Nausicaä of the Valley of the Wind,"$495,770","$495,770",Fathom Events,N/A,N/A,N/A,PG,"Adventure,Animation,Fantasy,Sci-Fi",267
Valley of Bones,"$168,738","$168,738",Smith Global Media,"$107,393",300,N/A,R,"Crime,Thriller,Western",122
9/11,"$170,000","$200,229",Atlas Distribution Company,"$170,000",425,N/A,R,"Action,Crime,Thriller",115
Whisper of the Heart,"$498,156","$498,156",Fathom Events,N/A,N/A,N/A,N/A,"Animation,Drama,Family,Music,Romance",225
Widows,"$42,402,632","$75,984,700",Twentieth Century Fox,"$12,361,307","2,803","$42,000,000",R,"Crime,Drama,Thriller",452
13 Minutes,"$161,531","$395,557",Sony Pictures Classics,"$11,750",3,N/A,R,"Biography,Drama,War",185
Crazy Rich Asians,"$174,532,921","$238,532,921",Warner Bros.,"$26,510,140","3,384","$30,000,000",PG-13,"Comedy,Drama,Romance",504
Tel Aviv on Fire,"$506,145","$1,548,893",Cohen Media Group,"$47,545",11,N/A,N/A,"Comedy,Drama,Romance",193
Endless Poetry,"$153,440","$554,706",ABKCO Films,"$28,591",2,N/A,N/A,"Biography,Drama,Fantasy",171
Manifesto,"$161,101","$416,389",FilmRise,"$9,628",1,N/A,N/A,Drama,236
The Journey,"$155,475","$482,209",IFC Films,"$32,895",2,N/A,PG-13,Drama,199
Birds of Passage,"$507,259","$2,517,349",The Orchard,"$23,082",2,N/A,N/A,"Crime,Drama",363
Saving Private Ryan,"$508,694","$508,694",Fathom Events,"$265,125",642,"$70,000,000",R,"Drama,War",254
Wild Nights with Emily,"$519,487","$519,487",Greenwich Entertainment,"$30,209",3,N/A,PG-13,"Comedy,History",305
David Lynch: The Art Life,"$171,419","$311,470",Janus Films,"$10,823",1,N/A,N/A,"Biography,Documentary",276
Pacific Rim: Uprising,"$59,874,525","$290,930,148",Universal Pictures,"$28,116,535","3,708","$150,000,000",PG-13,"Action,Adventure,Sci-Fi",284
Blockers,"$60,311,495","$94,017,294",Universal Pictures,"$20,556,350","3,379","$21,000,000",R,Comedy,270
The Mule,"$103,804,407","$174,804,407",Warner Bros.,"$17,509,431","2,588","$50,000,000",R,"Crime,Drama,Thriller",424
Instant Family,"$67,363,237","$120,556,201",Paramount Pictures,"$14,504,315","3,286","$48,000,000",PG-13,"Comedy,Drama",411
Skyscraper,"$68,420,120","$304,868,961",Universal Pictures,"$24,905,015","3,782","$125,000,000",PG-13,"Action,Adventure,Thriller",172
Insidious: The Last Key,"$67,745,330","$167,885,588",Universal Pictures,"$29,581,355","3,116","$10,000,000",PG-13,"Horror,Mystery,Thriller",361
Book Club,"$68,566,296","$104,438,188",Paramount Pictures,"$13,582,231","2,781",N/A,PG-13,"Comedy,Drama,Romance",228
The House with a Clock in Its Walls,"$68,549,695","$131,457,147",Universal Pictures,"$26,608,020","3,592","$42,000,000",PG,"Comedy,Family,Fantasy,Horror,Sci-Fi",467
The First Purge,"$69,488,745","$137,056,262",Universal Pictures,"$17,374,280","3,031","$13,000,000",R,"Action,Horror,Sci-Fi,Thriller",181
Bumblebee,"$127,195,589","$467,989,645",Paramount Pictures,"$21,654,047","3,550","$135,000,000",PG-13,"Action,Adventure,Sci-Fi",417
Game Night,"$69,179,066","$117,679,066",Warner Bros.,"$17,005,332","3,488","$37,000,000",R,"Action,Comedy,Crime,Mystery",312
The Spy Behind Home Plate,"$519,525","$519,525",Ciesla Foundation,"$10,250",1,N/A,Not Rated,Documentary,263
Night School,"$77,339,130","$103,105,878",Universal Pictures,"$27,257,615","3,010","$29,000,000",PG-13,Comedy,460
Long Day's Journey Into Night,"$521,365","$42,140,994",Kino Lorber,"$26,746",3,N/A,Not Rated,"Drama,Mystery",305
In This Corner of the World,"$172,147","$19,496,308",FUNimation Entertainment,"$24,205",6,N/A,PG-13,"Animation,Drama,Family,History,War",143
Smallfoot,"$83,240,103","$214,040,103",Warner Bros.,"$23,045,635","4,131",N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",460
The Post,"$81,903,458","$179,769,457",Twentieth Century Fox,"$526,011",9,"$50,000,000",PG-13,"Biography,Drama,History,Thriller",375
Champion,"$175,232","$175,232",ArtAffects Entertainment,"$108,591",31,N/A,PG,"Drama,Family,Sport",227
Marjorie Prime,"$180,608","$213,858",FilmRise,"$20,668",6,N/A,N/A,"Drama,Mystery,Romance,Sci-Fi",136
The Bad Batch,"$180,851","$201,890",Neon,"$89,111",30,N/A,R,"Drama,Horror,Romance,Sci-Fi",192
Whose Streets?,"$182,799","$182,799",Magnolia Pictures,"$43,804",24,N/A,R,Documentary,143
Code Geass: Lelouch of the Re;Surrection,"$522,805","$8,715,612",FUNimation Entertainment,"$189,617",479,N/A,Not Rated,"Action,Adventure,Animation,Drama,Mystery,Sci-Fi,Thriller",282
